iter	RMSE
403	0.4743074641
404	0.4739346277
405	0.4737656375
406	0.4735351859
407	0.4733227416
408	0.4730770725
409	0.4727522364
410	0.4726021626
411	0.4723663575
412	0.4721740719
413	0.4719268414
414	0.4716805647
415	0.4713610373
416	0.4711271817
417	0.4708410055
418	0.4706521342
419	0.47040514
420	0.4701173626
421	0.4698588555
422	0.4696563642
423	0.4693251752
424	0.4690474022
425	0.4687961784
426	0.4685803046
427	0.4683169449
428	0.4681310136
429	0.4679640455
430	0.4677254151
431	0.4674785545
432	0.467304786
433	0.4669373849
434	0.4667184333
435	0.4665147798
436	0.4663306405
437	0.4660857032
438	0.4657710927
439	0.4655830382
440	0.4653085544
441	0.4650234553
442	0.4647822614
443	0.4645640932
444	0.4642423684
445	0.4640849707
446	0.4638311255
447	0.4636208219
448	0.4633718999
449	0.4631309622
450	0.4629199044
451	0.4627154651
452	0.4624640608
453	0.4622439887
454	0.4619661666
455	0.4617480818
456	0.4615290209
457	0.4613473906
458	0.4611788148
459	0.4609360528
460	0.4607166502
461	0.4604324678
462	0.4602719322
463	0.4600540745
464	0.4598893881
465	0.4597092294
466	0.4594834626
467	0.4592356658
468	0.4589677199
469	0.4587405179
470	0.4584965603
471	0.4582758508
472	0.4580879723
473	0.4579517691
474	0.4577363193
475	0.4575473246
476	0.4573473385
477	0.4571571903
478	0.4569904221
479	0.4566811286
480	0.4564822574
481	0.4562689856
482	0.4560258043
483	0.4558385526
484	0.4556428816
485	0.4554373029
486	0.4552510369
487	0.4549849241
488	0.4548000227
489	0.4546127102
490	0.4543421111
491	0.4541811906
492	0.4539636866
493	0.4537698801
494	0.4535675596
495	0.4533295106
496	0.453118952
497	0.452874556
498	0.4526561002
499	0.452500188
500	0.4523091172
501	0.4521389092
502	0.4519941284
503	0.4518467818
504	0.451527736
505	0.451358116
506	0.4511367806
507	0.4509628641
508	0.4508449865
509	0.4507275517
510	0.450586818
511	0.4503907676
512	0.4502120466
513	0.4500109169
514	0.4497710198
515	0.4495437832
516	0.4493736175
517	0.4491978846
518	0.449028414
519	0.4488772786
520	0.4486997957
521	0.4485314742
522	0.4483216213
523	0.4481394064
524	0.4479926993
525	0.4477873636
526	0.447660275
527	0.4475166757
528	0.4473654098
529	0.4471551819
530	0.4469648806
531	0.44677846
532	0.4465678726
533	0.4463550068
534	0.4461838831
535	0.4459759273
536	0.445799121
537	0.4456152532
538	0.4454579972
539	0.44528296
540	0.4451499981
541	0.4449945177
542	0.4447682809
543	0.4445266231
544	0.4443705658
545	0.4442125667
546	0.4440431488
547	0.4438676885
548	0.4436571866
549	0.4435175796
550	0.4433795539
551	0.4432360699
552	0.443021029
553	0.4428556928
554	0.4426632832
555	0.4424651966
556	0.4423281235
557	0.4421814466
558	0.4420122537
559	0.4418038005
560	0.4416484879
561	0.4414731038
562	0.4413071641
563	0.4412020625
564	0.4410161891
565	0.4408601109
566	0.4407152885
567	0.4405451065
568	0.4403793697
569	0.4401459381
570	0.4400149962
571	0.4398403869
572	0.4396028992
573	0.4394634031
574	0.4392740055
575	0.4391320972
576	0.4389749169
577	0.4388400925
578	0.4387058908
579	0.4385834356
580	0.4383735103
581	0.43816013
582	0.4379984707
583	0.4378156072
584	0.4376223636
585	0.4374588527
586	0.4372319767
587	0.4371071915
588	0.4369617346
589	0.4367863392
590	0.4366570243
591	0.4365021665
592	0.436335514
593	0.4361425025
594	0.4359667057
595	0.4357856323
596	0.4356610809
597	0.4355170756
598	0.4354133983
599	0.4352241013
600	0.4350605936
601	0.4348874246
602	0.4347409547
603	0.4346233415
604	0.4344744677
605	0.4343504496
606	0.4342129785
607	0.4340641107
608	0.433911752
609	0.4337735238
610	0.4336308245
611	0.4334491499
612	0.433281675
613	0.4331355599
614	0.4330168873
615	0.4328436689
616	0.4326674841
617	0.4325117376
618	0.432379227
619	0.4322603221
620	0.4321487716
621	0.4320008191
622	0.4318278416
623	0.4317161574
624	0.4315675926
625	0.4312978363
626	0.4311503555
627	0.4310170815
628	0.4308784745
629	0.430669906
630	0.4305533154
631	0.4303863967
632	0.4301892101
633	0.4300437714
634	0.4298526284
635	0.4296746727
636	0.4295263158
637	0.4293890286
638	0.4292629409
639	0.4290854387
640	0.4289557333
641	0.4287945554
642	0.428661539
643	0.4285613274
644	0.4284149014
645	0.4282338976
646	0.4281184022
647	0.4280042583
648	0.4278718593
649	0.4277014478
650	0.4274725851
651	0.4273187993
652	0.4271951494
653	0.4270109288
654	0.4268130528
655	0.4266550584
656	0.4265199487
657	0.4264239828
658	0.4262567992
659	0.4261212667
660	0.4259851885
661	0.4258393509
662	0.4257168467
663	0.4255792559
664	0.4254566134
665	0.4253348656
666	0.4251829213
667	0.4250672469
668	0.424938772
669	0.4248311637
670	0.4247181682
671	0.4245694631
672	0.4244168153
673	0.4242923678
674	0.4242082076
675	0.4241022762
676	0.4239686915
677	0.4238441003
678	0.4237267566
679	0.4235963324
680	0.4234202435
681	0.4232900111
682	0.4231549864
683	0.4230154228
684	0.4228810569
685	0.4227682165
686	0.4226535841
687	0.4225420084
688	0.4223565668
689	0.4222359616
690	0.42212348
691	0.4219637314
692	0.4218534957
693	0.4217498375
694	0.421633206
695	0.4215022215
696	0.4213639055
697	0.4212339797
698	0.4211237352
699	0.4209772318
700	0.4208432535
701	0.4207485605
702	0.4206034539
703	0.4204870137
704	0.4203568869
705	0.420266198
706	0.420139493
707	0.4200204767
708	0.4198628692
709	0.4197505765
710	0.4196242889
711	0.4194987163
712	0.4193491941
713	0.4191939228
714	0.4190318518
715	0.418803076
716	0.4186511273
717	0.4184811757
718	0.4183759363
719	0.4182572382
720	0.4181639483
721	0.4179893952
722	0.4178699893
723	0.417737365
724	0.4176310042
725	0.4175147025
726	0.4174206562
727	0.4173051263
728	0.417218159
729	0.4170343331
730	0.4169192608
731	0.4167962404
732	0.4166495555
733	0.4165494948
734	0.4164293826
735	0.416267443
736	0.4161638035
737	0.4160478305
738	0.4159233019
739	0.4157876634
740	0.4156747289
741	0.4155686368
742	0.4154346841
743	0.4153479142
744	0.4152523235
745	0.4151692581
746	0.4150426019
747	0.4149134545
748	0.414812296
749	0.4147055846
750	0.4146137632
751	0.4144923938
752	0.4143544003
753	0.4142691749
754	0.4141587166
755	0.414011929
756	0.4138573509
757	0.4137095576
758	0.413618911
759	0.4134407832
760	0.4132958058
761	0.4131812569
762	0.4130629047
763	0.4129618196
764	0.4128901936
765	0.4128090431
766	0.4127189246
767	0.4126096131
768	0.4125200629
769	0.4123930196
770	0.4122778513
771	0.4121716224
772	0.4120443574
773	0.4119193069
774	0.4118177753
775	0.411712039
776	0.411605503
777	0.4115347534
778	0.4114576996
779	0.4113651012
780	0.411284371
781	0.4111959112
782	0.4110881152
783	0.4109860193
784	0.4108561052
785	0.4107194657
786	0.4105774414
787	0.4104749173
788	0.4103989686
789	0.4103004235
790	0.4101864249
791	0.4100767928
792	0.4099603316
793	0.4098512078
794	0.4097788507
795	0.4096732732
796	0.4095654565
797	0.4094656963
798	0.409390139
799	0.4092993927
800	0.4091844001
801	0.4090981566
802	0.408941826
803	0.4088527722
804	0.4087204664
805	0.4086162696
806	0.4084890484
807	0.4083898689
808	0.4082863
809	0.4081943197
810	0.4080821351
811	0.4079710806
812	0.4078684986
813	0.4077803555
814	0.4076910804
815	0.4075664005
816	0.407432679
817	0.4073127173
818	0.4072132694
819	0.4070807037
820	0.407038615
821	0.4069369777
822	0.4068058269
823	0.406715747
824	0.4066330529
825	0.4065508714
826	0.4064348109
827	0.4063144033
828	0.4061778471
829	0.4060615609
830	0.4059463396
831	0.4057934891
832	0.405704397
833	0.4056070769
834	0.4055033839
835	0.405421214
836	0.4052966955
837	0.4052206622
838	0.4051381054
839	0.4050410193
840	0.4049560368
841	0.4048537228
842	0.4047434099
843	0.4046312538
844	0.4045312277
845	0.4044534435
846	0.4042725761
847	0.4041702432
848	0.4040574832
849	0.4039748091
850	0.4038685872
851	0.4037755838
852	0.4036669792
853	0.403573393
854	0.4034781114
855	0.40336617
856	0.403264549
857	0.4031898883
858	0.4031106241
859	0.4030184242
860	0.4029342477
861	0.4028542815
862	0.4027681984
863	0.4026818334
864	0.4025854576
865	0.4024436962
866	0.4023485329
867	0.4022729451
868	0.4022021207
869	0.4021030077
870	0.4020036046
871	0.4019055993
872	0.401785529
873	0.4016580878
874	0.401552603
875	0.4014814613
876	0.401392395
877	0.4012755011
878	0.4011906937
879	0.4010926772
880	0.4009629648
881	0.4008414796
882	0.4007581117
883	0.4006646726
884	0.4005841197
885	0.4004715047
886	0.4003686106
887	0.4002866151
888	0.4001895723
889	0.4001116918
890	0.4000211752
891	0.3999606155
892	0.3998195427
893	0.3997299747
894	0.3996734046
895	0.3995955308
896	0.3995058676
897	0.3994076781
898	0.399314665
899	0.3992301001
900	0.3991148349
901	0.3990323165
902	0.3989503762
903	0.3988633167
904	0.3987804911
905	0.3987004965
906	0.398612497
907	0.3985283739
908	0.3984283667
909	0.3983493767
910	0.3982267033
911	0.3981235043
912	0.3980364597
913	0.3979714057
914	0.3978929718
915	0.3978120508
916	0.3977580845
917	0.3976921505
918	0.3976066847
919	0.3975191147
920	0.397408482
921	0.3973026539
922	0.3972005717
923	0.397124487
924	0.3970248981
925	0.3969196927
926	0.3968429909
927	0.3967789552
928	0.3967108926
929	0.3966422492
930	0.3965830489
931	0.3965155448
932	0.3964350825
933	0.3963517294
934	0.3962767665
935	0.3962100616
936	0.3961077453
937	0.3960155179
938	0.3959525228
939	0.3958951129
940	0.3958330331
941	0.3957578749
942	0.3956725821
943	0.3955838427
944	0.3954697539
945	0.3953856836
946	0.395300415
947	0.3952626263
948	0.3951988744
949	0.3950848171
950	0.3950180413
951	0.3949402064
952	0.3948708654
953	0.3947966004
954	0.3947311302
955	0.3946325174
956	0.3945444108
957	0.3944372295
958	0.3943300113
959	0.3942349457
960	0.3941672962
961	0.3940696226
962	0.3939931698
963	0.3939127659
964	0.3938361039
965	0.3937281062
966	0.3936550511
967	0.3935941931
968	0.3935221106
969	0.3934535367
970	0.3933814953
971	0.3933185503
972	0.3932263994
973	0.3931600592
974	0.393068795
975	0.3929735433
976	0.3928771975
977	0.3927882107
978	0.3927204159
979	0.3926576453
980	0.3925781732
981	0.3924595663
982	0.3924104186
983	0.3923170149
984	0.3922521833
985	0.3921565222
986	0.392079203
987	0.3919317683
988	0.3918470099
989	0.3917724909
990	0.3916997262
991	0.3916163145
992	0.3914985061
993	0.3914072813
994	0.3913211915
995	0.3912412685
996	0.3911442831
997	0.3910881348
998	0.3910147552
999	0.3909134293
